document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
30073687408740,Aurilo Martins,Especialista Paradigma Internacional,Programa,Executivo,96474987325,04-07-1980,Município de Aminadab,RO,104.33,Pessoa Jurídica,True,False,1980
75752983045,Sr. Everaldo Saraiva Filho,Técnico Táticas Produtos,Marketing,Diretor,33787844156,27-10-1980,Nova Olga do Sul,MG,575.1,Pessoa Física,True,False,1980
18273161285,Sinezio Saraiva Filho,Produtor Fatores Diretor,,Associado,40678749,01-11-1980,Angelino do Norte,RJ,195.4,Pessoa Física,True,True,1980
72464022330,Kyoko Pereira,Associado Funcionalidade Frente,Comunicações,Orquestrador,6918950392,14-09-1980,Vila Bruno,PR,770.97,Pessoa Física,True,False,1980
69374942704,Sr. Carly Martins,Representante Funcionalidade Diretor,Configuração,Facilitador,4523140499,05-09-1980,Juraci do Descoberto,MG,76.47,Pessoa Física,True,False,1980
15678255240,Sr. Wilton Santos Filho,Oficial Rede Global,,Planejador,9311408400,09-05-1980,Moreira do Descoberto,AM,671.21,Pessoa Física,True,True,1980
59521481153,Lucicleide Oliveira,Associado Identidade Chefe,Métricas,Orquestrador,9445818213,04-12-1980,Município de Iuri,PE,982.08,Pessoa Física,True,False,1980
87333268438,Sadako Nogueira Filho,Representante Pesquisa Legado,Garantia,Engenheiro,67353947979,31-08-1980,Velha Alecsandro,AP,219.89,Pessoa Física,True,False,1980
83485321644392,Srta. Vanda Carvalho,Desenvolvedor Métricas Global,Marca,Consultor,32531241320,09-03-1980,Município de Osnivaldo do Descoberto,PA,247.12,Pessoa Jurídica,True,False,1980
87351533008,Sr. Aldenir Xavier,Estrategista Criativo Global,Aplicações,Assistente,2065250963,13-12-1980,Município de Bernd do Norte,PB,672.44,Pessoa Física,True,False,1980
18823670361788,Roseli,Gerente Usabilidade Produtos,Grupo,Produtor,9805307847,25-09-1980,Carvalho do Norte,PR,32.21,Pessoa Jurídica,True,False,1980
47854082885610,Dr. Elenice,Oficial Garantia Investidor,Métricas,Gerente,3524059738,02-05-1980,Antõnio do Sul,AL,573.81,Pessoa Jurídica,True,False,1980
52370518472,Manuel Macedo,Desenvolvedor Integração Global,Soluções,Arquiteto,3311112280,06-06-1980,Xavier do Norte,SE,852.34,Pessoa Física,True,False,1980
32036274863834,Ellen Martins,Administrador Soluções Corporativo,Dados,Coordenador,35396259114,22-01-1980,Jaime de Nossa Senhora,MS,303.94,Pessoa Jurídica,True,False,1980
71452700454786,Erídice Nogueira,Consultor Otimização Central,Comunicações,Administrador,5641065994,13-02-1980,Vila Kensuke,SE,154.44,Pessoa Jurídica,True,False,1980
71137368403,Dr. Massami,Técnico Mobilidade Interno,Marca,Designer,20081837605,13-01-1980,Município de Cibele,ES,983.76,Pessoa Física,True,False,1980
42071255585,Sra. Terezinha Braga,Desenvolvedor A infraestrutura Chefe,Paradigma,Facilitador,28817760083,12-04-1980,Município de Sebastiana do Descoberto,PE,155.68,Pessoa Física,True,False,1980
46696307508,Virgínia Batista,Representante Pesquisa Líder,Mercados,Facilitador,45075407022,03-11-1980,Macedo do Norte,SP,439.53,Pessoa Física,True,False,1980
07767475417,Melissa Barros,Estrategista Configuração Internacional,Segurança,Representante,4501350998,15-02-1980,Pereira do Descoberto,RS,512.7,Pessoa Física,True,False,1980
49835448442,Amarai Carvalho Jr.,Assistente Marca Internacional,Usabilidade,Ligação,30869430,09-11-1980,Rita do Descoberto,DF,445.74,Pessoa Física,True,False,1980
98103181030,Relton Santos,Designer Comunicações Nacional,Otimização,Executivo,0521635818,11-03-1980,Nova Graziela do Norte,SP,758.21,Pessoa Física,False,True,1980
39826306576,Elete Santos,Produtor Identidade Líder,Comunicações,Desenvolvedor,1828916048,19-11-1980,Ildebrando do Descoberto,AP,870.61,Pessoa Física,True,False,1980
58277337541121,Sr. Sr. Jacira Carvalho,Planejador Soluções Global,Configuração,Executivo,,20-02-1980,Município de Zuleica,BA,291.97,Pessoa Jurídica,False,False,1980
75981823372,Ide Macedo Neto,Técnico Segurança Líder,Segurança,Facilitador,47727821178,22-12-1980,Mariangela do Norte,PA,555.36,Pessoa Física,True,False,1980
