document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
47044366325,Hiromi,Especialista Táticas Sênior,Operações,Gerente,7337497121,08-03-1970,Braga de Nossa Senhora,PI,478.91,Pessoa Física,True,False,1970
72681165782460,Fernanda Pereira Neto,Analista Fatores Central,Dados,Diretor,,17-08-1970,Grande Lissette,DF,351.83,Pessoa Jurídica,False,False,1970
98334512503,Lúcia Santos Neto,Executivo Branding Regional,,Coordenador,2274264719,01-01-1970,Batista do Descoberto,MT,999.42,Pessoa Física,True,True,1970
45337460986,Dr. Venina Braga Jr.,Gerente Soluções Legado,Métricas,Supervisor,4133613952,12-05-1970,Nova Reinis,BA,946.3,Pessoa Física,True,False,1970
46571864428,Srta. Waldenia Reis,Consultor Criativo Legado,Funcionalidade,Diretor,9234875221,05-27-1970,Valmira do Descoberto,AL,738.7,Pessoa Física,True,False,1970
24485846675752,Flávio Xavier,Produtor Táticas Produtos,,Agente,6547654462,13-05-1970,Grande Celcina de Nossa Senhora,AM,179.1,Pessoa Jurídica,True,True,1970
71923649086,Rubens Carvalho,Arquiteto Divisão Internacional,Mobilidade,Engenheiro,3330429346,01-13-1970,Vila Yim do Norte,PI,781.83,Pessoa Física,True,False,1970
13152746806,Nercy,Ligação Mercados Internacional,Configuração,Especialista,0881825395,11-05-1970,Macedo do Norte,RN,7.16,Pessoa Física,True,False,1970
36243721302,Marly Carvalho,Executivo Mercados Chefe,Configuração,Consultor,4894982245,08-05-1970,Grande Elete,RO,115.62,Pessoa Física,True,False,1970
23232374278500,Masaru Nogueira Jr.,Associado Marketing Produtos,Prestaçãodecontas,Planejador,51375218920,30-12-1970,Batista do Norte,RS,137.59,Pessoa Jurídica,True,False,1970
18435818926,Sra. Zenilto Moreira,Gerente Fatores Líder,Métricas,Representante,412962294,23-08-1970,Nova Rute,DF,131.21,Pessoa Física,True,False,1970
35485218724328,Srta. Rivaldo Moraes Filho,Facilitador Grupo Investidor,Garantia,Designer,9122305375,08-09-1970,Velha Iracema,MT,575.47,Pessoa Jurídica,True,False,1970
17812543544,Amanda Reis,Administrador Qualidade Global,Comunicações,Oficial,04762083003,22-01-1970,Martins do Sul,MS,156.0,Pessoa Física,True,False,1970
62895404160,Sr. Francisca,Desenvolvedor Interações Chefe,Intranet,Analista,,29-01-1970,Souza do Sul,ES,926.19,Pessoa Física,False,False,1970
46421402470,Sr. Erídice Carvalho,Especialista Grupo Cliente,Funcionalidade,Supervisor,5882241391,03-17-1970,Janete de Nossa Senhora,MA,382.65,Pessoa Física,True,False,1970
43810114353886,Candida,Assistente Integração Nacional,Diretivas,Produtor,9249879801,21-01-1970,Velha Elisia,RN,156.38,Pessoa Jurídica,True,False,1970
78642806235569,Srta. Laine Batista,Supervisor Segurança Chefe,Segurança,Administrador,,04-09-1970,Grande Evany,SC,517.82,Pessoa Jurídica,False,False,1970
02136384368,Waldete Melo Jr.,Executivo Implementação Produtos,Contas,Engenheiro,0316268446,24-01-1970,Nova Frederico do Sul,PA,664.97,Pessoa Física,True,False,1970
63888454107,Stamatia,Engenheiro Mobilidade Dinâmico,Usabilidade,Assistente,3213390943,22-07-1970,Paola do Sul,RS,440.21,Pessoa Física,True,False,1970
36153507905,Ligeria Nogueira Neto,Supervisor Divisão Produtos,Segurança,Diretor,40922303580,19-06-1970,Geisa do Norte,GO,115.04,Pessoa Física,True,False,1970
31285248583175,Dr. Lídia Moreira,Gerente Métricas Central,,Estrategista,61176269016,08-04-1970,Vila Ronildo do Sul,MA,452.15,Pessoa Jurídica,True,True,1970
26811525851,Dr. Lin Moreira,Facilitador Integração Direto,Rede,Facilitador,6681138244,01-01-1970,Grande Etenildo,AL,469.49,Pessoa Física,True,False,1970
59456973700,Dinês Melo,Planejador Criativo Investidor,Prestaçãodecontas,Supervisor,1398734840,11-02-1970,Nova Consuelo do Descoberto,AP,353.47,Pessoa Física,True,False,1970
45979164588,Emanoel Melo Neto,Agente Aplicações Corporativo,Resposta,Assistente,2733025481,03-07-1970,Carvalho do Descoberto,MS,205.63,Pessoa Física,True,False,1970
10458723153509,Clademilson Pereira,Designer Grupo Central,Mercados,Arquiteto,2452242339,09-21-1970,Nova Fusako do Sul,RO,647.09,Pessoa Jurídica,True,False,1970
18314512630,Sra. Jusley Batista Neto,Executivo Marketing Frente,Intranet,Agente,,14-07-1970,Grande Aparecida do Sul,GO,847.87,Pessoa Física,False,False,1970
59167975593,Sr. Gilmar Reis,Ligação Otimização Legado,Marketing,Especialista,941849137,01-10-1970,Nova Eloa,AC,10.4,Pessoa Física,True,False,1970
54681348376,Rubi Melo,Engenheiro Programa Dinâmico,Contas,Administrador,4538830668,30-08-1970,Município de Gabrielle do Descoberto,PA,5.12,Pessoa Física,True,False,1970
31435313051868,Dorival,Administrador Mercados Internacional,Aplicações,Associado,78688520293,05-01-1970,Moreira do Norte,AC,529.74,Pessoa Jurídica,True,False,1970
33623364266,Sra. Genivaldo Reis Filho,Técnico Paradigma Central,Divisão,Planejador,64617951599,23-12-1970,Município de Odineide,CE,604.61,Pessoa Física,True,False,1970
45293856553,Liliam Silva Neto,Oficial Dados Direto,Mobilidade,Administrador,7009528414,20-05-1970,Município de Kélvia,PB,680.68,Pessoa Física,True,False,1970
55562447908,Evaristo Costa,Desenvolvedor Otimização Chefe,Pesquisa,Consultor,56983460,17-04-1970,Município de Eneas,SC,970.85,Pessoa Física,True,False,1970
84601626307,Tiago Souza Jr.,Representante Aplicações Central,Intranet,Engenheiro,4963217462,25-12-1970,Velha Junia,SP,399.77,Pessoa Física,True,False,1970
04126775803,Srta. Andrilheia Xavier,Coordenador Grupo Direto,Interações,Gerente,8916253107,12-12-1970,Nova Abimel,TO,944.71,Pessoa Física,True,False,1970
67523318711,Guilherme Martins Filho,Desenvolvedor Qualidade Nacional,Otimização,Administrador,0988338710,27-09-1970,Nova Aminadab,MS,593.43,Pessoa Física,True,False,1970
