document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
61367728509,Eliete,Gerente Segurança Líder,Segurança,Engenheiro,5934063935,02-03-1984,Souza do Sul,GO,544.46,Pessoa Física,True,False,1984
99485565429,Zenilde Oliveira,Administrador Prestação de contas Investidor,Soluções,Técnico,1880280471,26-01-1984,Velha Jucemara,PR,257.17,Pessoa Física,True,False,1984
37389132035,Arivaldo Braga,Analista Usabilidade Cliente,Garantia,Analista,0525910738,04-26-1984,Município de Rodney,SP,426.28,Pessoa Física,True,False,1984
93566131253,Nicemar Silva,Gerente Garantia Regional,Pesquisa,Designer,7139001497,08-08-1984,Graziella do Norte,RS,74.47,Pessoa Física,True,False,1984
76810856374,Dr. Cíntia Moraes,Técnico Rede Chefe,Criativo,Estrategista,752830789,02-02-1984,Velha Ingo do Descoberto,BA,93.17,Pessoa Física,True,False,1984
20507272376050,Hudson Reis,Coordenador Branding Distrito,Usabilidade,Oficial,02953466952,19-12-1984,Macedo do Sul,MS,86.51,Pessoa Jurídica,True,False,1984
52228571156,Nadia,Assistente Identidade Frente,Integração,Diretor,38196730033,21-04-1984,Município de Anizio do Descoberto,BA,378.78,Pessoa Física,True,False,1984
51326977393,Sr. Helbert Martins Neto Neto,Coordenador Criativo Dinâmico,Mobilidade,Planejador,15483657547,10-18-1984,Ariosvaldo do Norte,DF,527.6,Pessoa Física,True,False,1984
27529140671,Deneli Neto,Engenheiro Identidade Diretor,Configuração,Consultor,9433224153,25-04-1984,Nova Zacarias,PR,733.79,Pessoa Física,True,False,1984
98197758336,Lúcia Reis,Analista Mobilidade Diretor,Ainfraestrutura,Assistente,12690343,12-06-1984,Xavier de Nossa Senhora,AC,53.81,Pessoa Física,True,False,1984
27781292359,Dario Franco,Facilitador Dados Legado,Identidade,Analista,3702462302,25-12-1984,Nova Tomico,GO,865.12,Pessoa Física,True,False,1984
55844865136290,Srta. Anailza Braga,Analista A infraestrutura Corporativo,Rede,Planejador,00534418197,22-03-1984,Velha Severina,PI,19.29,Pessoa Jurídica,True,False,1984
36324068141079,Veruska,Executivo Comunicações Distrito,Implementação,Consultor,8753783824,01-07-1984,Grande Jobson do Descoberto,BA,438.63,Pessoa Jurídica,True,False,1984
41311698949,Nicemar Reis,Assistente Marca Sênior,Métricas,Analista,06661412518,17-07-1984,Melo de Nossa Senhora,SE,995.29,Pessoa Física,True,False,1984
66607598161,Dr. Laís Macedo Filho,Executivo A infraestrutura Diretor,Dados,Engenheiro,84090050352,12-30-1984,Vila Antonia,SP,912.08,Pessoa Física,True,False,1984
52530262586,Lisomar Costa,Representante Garantia Investidor,Contas,Coordenador,08756493697,22-06-1984,Braga do Descoberto,AC,554.91,Pessoa Física,True,False,1984
41659542685,Srta. Joachim Silva,Técnico Funcionalidade Investidor,Rede,Facilitador,47960911007,17-06-1984,Nova Rachel do Sul,PI,893.67,Pessoa Física,True,False,1984
75996132850,Sr. Josilene Reis,Facilitador Operações Sênior,Soluções,Analista,4981747358,14-05-1984,Município de Nanci do Sul,AL,31.88,Pessoa Física,True,False,1984
65191738780,Elizabete Saraiva,Arquiteto Resposta Chefe,Interações,Diretor,33320234158,31-07-1984,Albuquerque do Descoberto,RJ,918.34,Pessoa Física,True,False,1984
22700461011497,Christianne Melo Filho,Planejador Intranet Produtos,Qualidade,Ligação,3202103292,12-10-1984,Jeovane do Norte,PI,108.79,Pessoa Jurídica,True,False,1984
28928264707,Srta. Curt Braga Jr.,Coordenador Paradigma Legado,Marketing,Coordenador,6116576736,01-06-1984,Walney do Sul,PR,424.31,Pessoa Física,True,False,1984
