document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
07458468408,Su Carvalho,Ligação Comunicações Direto,Qualidade,Gerente,8338611421,13-07-1971,Grande Junho de Nossa Senhora,PI,615.71,Pessoa Física,True,False,1971
68573764171,Flávia Reis Jr.,Ligação Garantia Líder,Garantia,Designer,07849425220,18-07-1971,Iolanda do Norte,RR,930.28,Pessoa Física,True,False,1971
30847815595,Sr. Saul Silva,Oficial Diretivas Sênior,Garantia,Executivo,977468818,06-06-1971,Município de Veber do Norte,MA,236.2,Pessoa Física,True,False,1971
28454261435,Glorineide Martins Jr.,Engenheiro Garantia Líder,Otimização,Associado,71307708832,13-02-1971,Vila Julia de Nossa Senhora,SC,338.99,Pessoa Física,True,False,1971
48720774013606,Udembergue Martins Jr. Neto,Coordenador Branding Internacional,Mercados,Designer,8598059783,27-09-1971,Luzimar do Norte,SC,697.53,Pessoa Jurídica,True,False,1971
74584027520451,Srta. Hormino Barros Neto,Engenheiro A infraestrutura Interno,Integração,Desenvolvedor,57843325,02-10-1971,Município de Adalberto,BA,683.36,Pessoa Jurídica,True,False,1971
84489851928,Elza Nogueira,Orquestrador Identidade Distrito,Diretivas,Coordenador,05334381174,06-28-1971,Grande Arlette,RN,5.37,Pessoa Física,True,False,1971
77447454506815,Susana Silva,Arquiteto Resposta Legado,Interações,Arquiteto,18690299090,20-09-1971,Jimena de Nossa Senhora,PI,574.52,Pessoa Jurídica,True,False,1971
91385111771,Eusébio Xavier Jr.,Arquiteto Prestação de contas Frente,,Supervisor,7102949566,04-01-1971,Vila Analeia,AL,312.48,Pessoa Física,True,True,1971
21310262026008,Enzo Melo Neto,Agente Dados Sênior,Mobilidade,Arquiteto,23323816,08-05-1971,Barros de Nossa Senhora,PR,818.51,Pessoa Jurídica,True,False,1971
59827942280,Agnelo Carvalho Filho,Especialista Otimização Chefe,Comunicações,Oficial,7791232406,03-09-1971,Nova Levi,ES,675.77,Pessoa Física,True,False,1971
76237197850,Jilderlon Batista,Desenvolvedor Marketing Líder,Configuração,Agente,5473074822,25-10-1971,Vila Rodnilson,DF,165.49,Pessoa Física,True,False,1971
72416471732,Srta. Sr. Edevado Carvalho,Analista Comunicações Cliente,Marketing,Analista,43763379613,01-04-1971,Vila Karina,GO,284.86,Pessoa Física,True,False,1971
32245212606,Aloizio Silva Neto,Assistente Métricas Internacional,Táticas,Engenheiro,3973092767,03-07-1971,Nova Alecsandro,MS,124.64,Pessoa Física,True,False,1971
42168784582,Lailson Franco Filho,Estrategista Dados Distrito,Configuração,Diretor,1487981893,12-29-1971,Grande Liliana,SP,305.08,Pessoa Física,True,False,1971
63644616540,Clécio Carvalho Jr.,Facilitador Prestação de contas Produtos,Contas,Facilitador,4498508685,06-26-1971,Grande Giseli do Sul,MS,882.6,Pessoa Física,True,False,1971
67145263777,Sr. Leo Moraes Filho,Engenheiro Funcionalidade Dinâmico,Contas,Supervisor,24728410425,06-09-1971,Barros do Sul,PB,198.16,Pessoa Física,True,False,1971
68418700009,Renata Moraes,Facilitador Paradigma Sênior,Otimização,Ligação,,06-03-1971,Grande Elenice,ES,434.74,Pessoa Física,False,False,1971
72633874843,Sra. Elma,Designer Integração Dinâmico,Divisão,Consultor,29164326828,15-09-1971,Grande Teruo,RJ,13.21,Pessoa Física,True,False,1971
98218322701,Vania,Designer Grupo Produtos,Grupo,Administrador,05620821795,09-02-1971,Vila Marineide,BA,596.17,Pessoa Física,True,False,1971
09826214779,Elisio Macedo,Analista Rede Líder,Operações,Desenvolvedor,0829003649,28-04-1971,Município de Flavia,RJ,711.91,Pessoa Física,True,False,1971
55428622687,Srta. Delsa Filho,Ligação Branding Chefe,Qualidade,Facilitador,1551010486,08-02-1971,Gilton do Sul,SP,908.74,Pessoa Física,True,False,1971
53849155102,Dr. Lucelio Batista Jr.,Gerente Branding Chefe,Qualidade,Estrategista,2910895084,27-03-1971,Carvalho do Descoberto,GO,159.19,Pessoa Física,True,False,1971
27244822200,Dr. Cicera Souza Filho,Estrategista Segurança Corporativo,Marca,Arquiteto,7742962994,08-04-1971,Arialdo do Descoberto,MA,352.86,Pessoa Física,True,False,1971
63714426718664,Rya Barros Neto,Gerente Comunicações Central,Mobilidade,Representante,71879568717,24-05-1971,Grande Thaíne do Descoberto,PR,48.61,Pessoa Jurídica,True,False,1971
36343210645414,Rosângela Franco Neto,Consultor Segurança Diretor,Programa,Produtor,35193116976,28-09-1971,Vila Rozirene,RR,351.15,Pessoa Jurídica,True,False,1971
78566438388,Edilberto Xavier,Designer Grupo Diretor,Mercados,Coordenador,46969805825,10-01-1971,Grande Zilda,PR,344.73,Pessoa Física,True,False,1971
17754780160106,Srta. Amaro Oliveira Filho,Executivo Segurança Regional,Soluções,Consultor,,09-07-1971,Vila Edinaldo do Norte,RJ,614.18,Pessoa Jurídica,False,False,1971
26436818430,Sra. Erica Xavier Filho,Oficial Garantia Regional,Segurança,Representante,5789992760,18-02-1971,Carvalho do Sul,CE,945.68,Pessoa Física,True,False,1971
12428438506,Ladislau Franco,Consultor Configuração Global,Resposta,Associado,5246357454,29-11-1971,Theo de Nossa Senhora,BA,900.76,Pessoa Física,True,False,1971
22456704347,Sra. Elen Batista,Associado Garantia Global,Mercados,Coordenador,2871293860,10-01-1971,Silva do Descoberto,RJ,579.78,Pessoa Física,True,False,1971
80810144571484,Mauricio Reis,Analista Garantia Direto,Segurança,Estrategista,2673324499,29-10-1971,Município de Adelson de Nossa Senhora,MA,791.33,Pessoa Jurídica,True,False,1971
53565153407,Sr. Carlos Silva,Desenvolvedor Aplicações Líder,Soluções,Consultor,41594603698,07-03-1971,Vila Ione de Nossa Senhora,SC,887.39,Pessoa Física,True,False,1971
93752803576,Dorgival Franco Filho Jr.,Agente Diretivas Sênior,Mercados,Produtor,13577819116,15-10-1971,Grande Udembergue do Sul,SP,286.15,Pessoa Física,True,False,1971
25389684532,Natalicio Carvalho,Agente A infraestrutura Frente,Aplicações,Gerente,00385781,03-05-1971,Nova Lourdes do Norte,DF,954.23,Pessoa Física,True,False,1971
63232347613270,Gaston Oliveira,Administrador Grupo Cliente,Otimização,Oficial,79336580303,03-12-1971,Macedo de Nossa Senhora,AM,242.6,Pessoa Jurídica,True,False,1971
85758636738,Sr. Valdivina Carvalho Filho,Planejador Resposta Distrito,Branding,Consultor,17526882051,14-07-1971,Município de Waldomiro do Norte,SP,226.64,Pessoa Física,True,False,1971
81188093150,Srta. Leonidas Braga,Planejador Resposta Distrito,Qualidade,Ligação,9130461215,24-12-1971,Santos do Descoberto,ES,986.89,Pessoa Física,True,False,1971
18703834675673,Srta. Elza Batista Neto,Analista Contas Central,Integração,Administrador,6573864791,06-03-1971,Vila Cecília,PB,421.74,Pessoa Jurídica,True,False,1971
45188347806,Reginaldo Xavier Jr.,Agente Programa Diretor,Programa,Supervisor,,21-04-1971,Carvalho do Norte,BA,101.43,Pessoa Física,False,False,1971
77085826444,Enio Reis,Técnico Contas Líder,Qualidade,Produtor,7834341230,15-01-1971,Velha Jung,SP,675.25,Pessoa Física,True,False,1971
84870777215217,Valdete Oliveira Filho,Diretor Grupo Distrito,Garantia,Diretor,75111926875,11-11-1971,Marivania de Nossa Senhora,RJ,600.32,Pessoa Jurídica,True,False,1971
