document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
94132228274,Adilton Braga Neto,Oficial Operações Internacional,Métricas,Ligação,5221653426,14-05-1964,Saraiva do Sul,SE,979.13,Pessoa Física,True,False,1964
23896888455,Vilmar Braga,Produtor Contas Direto,Comunicações,Estrategista,,07-03-1964,Moreira do Descoberto,PA,558.04,Pessoa Física,False,False,1964
50421280521740,Wen Pereira Jr.,Coordenador Otimização Nacional,Métricas,Diretor,5844838626,11-02-1964,Souza do Sul,PI,140.02,Pessoa Jurídica,True,False,1964
49438861599,Sra. Rosa Filho,Gerente Rede Sênior,Marketing,Coordenador,2240003802,06-19-1964,Vila Huguetti do Descoberto,PA,361.99,Pessoa Física,True,False,1964
82331489033,Galo Carvalho,Técnico Mercados Frente,Usabilidade,Engenheiro,9749047376,21-06-1964,Franco de Nossa Senhora,AM,331.74,Pessoa Física,True,False,1964
33965676253,Dr. Jonatan Batista Jr.,Supervisor Funcionalidade Diretor,Segurança,Supervisor,5975260669,14-08-1964,Velha Allysson de Nossa Senhora,PR,162.99,Pessoa Física,True,False,1964
76205308436,Clelio Neto,Executivo Diretivas Sênior,Paradigma,Oficial,7879883532,18-08-1964,Vila Wong de Nossa Senhora,DF,913.59,Pessoa Física,True,False,1964
27735379129,Francisnei Moraes,Agente Intranet Investidor,Diretivas,Arquiteto,2226858676,02-07-1964,Município de Luo,SP,687.9,Pessoa Física,True,False,1964
08444027707,Sr. Dr. Johann Silva,Planejador Mercados Distrito,Divisão,Especialista,691175936,08-07-1964,Franco do Descoberto,AP,26.78,Pessoa Física,True,False,1964
32771938375,Sra. Ronan Silva Neto,Produtor Paradigma Líder,Fatores,Assistente,88875014992,29-06-1964,Município de Wlademar do Norte,MT,271.13,Pessoa Física,True,False,1964
57014278708014,Marinês Souza,Supervisor Criativo Chefe,Programa,Executivo,4574328707,01-30-1964,Lilian do Sul,ES,141.64,Pessoa Jurídica,True,False,1964
05465680040860,Josiene,Administrador Paradigma Nacional,Interações,Diretor,57732294490,08-28-1964,Cidinei do Norte,RS,582.53,Pessoa Jurídica,True,False,1964
62452416851,Jocivaldo Braga Neto,Assistente Soluções Diretor,Fatores,Diretor,5021006798,04-01-1964,Franco do Norte,AP,447.2,Pessoa Física,True,False,1964
12224111649,Tânia Pereira Jr.,Executivo Divisão Distrito,Divisão,Gerente,4399231165,06-02-1964,Lucimara de Nossa Senhora,ES,659.6,Pessoa Física,True,False,1964
03065231713801,Joseane Souza,Planejador Resposta Investidor,Criativo,Associado,0074807401,26-12-1964,Nova Antoninho,BA,368.92,Pessoa Jurídica,True,False,1964
14374651454,Sr. Nezias Franco,Coordenador Mobilidade Investidor,Identidade,Diretor,9728206843,21-03-1964,Nova Kunihiro de Nossa Senhora,RR,508.45,Pessoa Física,True,False,1964
81659638216,Sr. Huguetti Melo Jr.,Supervisor Aplicações Direto,Diretivas,Administrador,86082144050,08-26-1964,Município de Francisnei de Nossa Senhora,AC,159.21,Pessoa Física,True,False,1964
18157603538027,Wiliam Carvalho Filho,Diretor Soluções Central,Mercados,Associado,33293323770,16-05-1964,Velha Raimundo,DF,53.63,Pessoa Jurídica,True,False,1964
30680045530262,Walther Braga Jr.,Agente Operações Direto,Divisão,Produtor,2647590442,27-10-1964,Grande Beatriz,ES,769.69,Pessoa Jurídica,True,False,1964
05221107708,Srta. Gercino Melo Filho,Designer Fatores Distrito,Implementação,Coordenador,2706342863,28-07-1964,Costa do Norte,PE,501.72,Pessoa Física,True,False,1964
72726215670,Raimunda Nogueira,Analista Mobilidade Sênior,,Gerente,76518428936,03-01-1964,Município de Osvalton,RO,452.66,Pessoa Física,True,True,1964
98020276343,Edjane Saraiva,Gerente Soluções Frente,Grupo,Engenheiro,99877670378,21-03-1964,Reis do Sul,PI,664.43,Pessoa Física,True,False,1964
52425510702,Dr. Alziro,Consultor Contas Dinâmico,Configuração,Associado,4546960562,03-08-1964,Grande Cássio,PR,560.03,Pessoa Física,True,False,1964
96274532773,Ione Costa,Orquestrador Mobilidade Cliente,Criativo,Analista,0354196910,04-04-1964,Costa do Norte,RS,105.83,Pessoa Física,True,False,1964
65431142057347,Deborah Santos,Executivo Fatores Chefe,Integração,Arquiteto,1577659853,04-10-1964,Souza de Nossa Senhora,BA,505.5,Pessoa Jurídica,True,False,1964
31265122750,Naoko Moraes,Associado Otimização Investidor,Criativo,Designer,0284156022,02-09-1964,Município de Geny do Descoberto,PR,644.89,Pessoa Física,True,False,1964
18116662166834,Sra. Elizabete Nogueira,Desenvolvedor Intranet Líder,Identidade,Engenheiro,8852014242,24-10-1964,Velha Josiene,PR,126.3,Pessoa Jurídica,True,False,1964
32061682245166,Rivaldo Barros,Oficial Marketing Regional,Branding,Planejador,2054700328,08-10-1964,Elenilza do Norte,RO,794.4,Pessoa Jurídica,True,False,1964
47764225618157,Sra. Ednilson Silva Filho,Facilitador Criativo Diretor,Rede,Arquiteto,08847473,01-15-1964,Silva do Norte,AM,69.66,Pessoa Jurídica,True,False,1964
77107785508,Dr. Valdiço Jr.,Ligação Táticas Interno,Dados,Ligação,6143001995,19-01-1964,Nova Inácio,RO,725.45,Pessoa Física,True,False,1964
75171358214,Luo Braga Neto,Planejador Operações Cliente,Pesquisa,Agente,6570781029,05-02-1964,Grande Simao do Norte,CE,78.67,Pessoa Física,True,False,1964
79936868579,Cesario Martins,Designer Soluções Central,Contas,Arquiteto,9038337582,27-04-1964,Grande Adílson do Norte,AM,238.71,Pessoa Física,True,False,1964
81584874244,Sra. Sra. Edmur Reis Filho,Analista Interações Diretor,Mercados,Oficial,9691546308,19-08-1964,Município de Pablo,BA,735.56,Pessoa Física,True,False,1964
23845313870,Sr. Laurent Moraes Jr.,Facilitador Resposta Legado,Interações,Administrador,70640459738,13-04-1964,Município de Jung,AC,437.22,Pessoa Física,True,False,1964
52542801150,Jerson Filho,Facilitador Configuração Regional,Contas,Consultor,7474237050,14-04-1964,Grande Jhony do Sul,PI,685.16,Pessoa Física,True,False,1964
98376586491,Mercedes Costa,Consultor Mercados Sênior,Funcionalidade,Analista,8679231806,10-09-1964,Nova Adelmo do Norte,AL,476.78,Pessoa Física,True,False,1964
89113556665,Cynthia,Orquestrador Qualidade Legado,,Ligação,240684843,01-04-1964,Nova Fabiana,MT,376.2,Pessoa Física,True,True,1964
