document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
15174710520,Deilson Santos Filho,Estrategista Qualidade Interno,Garantia,Produtor,7071040331,08-18-1963,Nova Michelle,SE,249.36,Pessoa Física,True,False,1963
37810283436514,Branca Reis,Diretor Táticas Diretor,Funcionalidade,Produtor,9751506116,06-04-1963,Grande Kazuko do Norte,MA,611.26,Pessoa Jurídica,True,False,1963
38834978277,Valdemar Carvalho Neto,Ligação Programa Produtos,Integração,Técnico,7505889149,01-22-1963,Nova Louise,PR,943.98,Pessoa Física,True,False,1963
19883624158,Sr. Cíntia Silva,Consultor Mobilidade Regional,Prestaçãodecontas,Técnico,2139514988,30-08-1963,Grande Carmen,BA,558.55,Pessoa Física,True,False,1963
84303452130,Altevir Braga Neto Jr.,Designer A infraestrutura Nacional,Intranet,Estrategista,970289288,07-09-1963,Nova Patricia,PA,415.54,Pessoa Física,True,False,1963
13738460977,Natasha Costa Neto,Oficial Aplicações Corporativo,Implementação,Representante,82382931718,16-01-1963,Vila Claudemir de Nossa Senhora,MT,664.94,Pessoa Física,True,False,1963
07477311315340,Eva Nogueira,Associado Grupo Dinâmico,Branding,Oficial,60189143483,25-09-1963,Hajime do Norte,AM,396.8,Pessoa Jurídica,True,False,1963
16053677811444,Srta. Virgínia Pereira Jr.,Produtor Táticas Legado,Táticas,Orquestrador,09445007626,28-12-1963,Martins do Sul,BA,1.25,Pessoa Jurídica,True,False,1963
75355286437,Yoshihiko Silva Filho,Arquiteto Intranet Chefe,Prestaçãodecontas,Assistente,3639785984,17-12-1963,Oliveira do Norte,BA,501.06,Pessoa Física,True,False,1963
01132276422503,Adijonson Pereira Jr.,Executivo Resposta Cliente,Programa,Ligação,2760800005,11-10-1963,Carvalho do Sul,AC,878.2,Pessoa Jurídica,True,False,1963
71969355271,Elizete Carvalho,Ligação Configuração Regional,Táticas,Representante,9678100050,10-12-1963,Grande Hilca do Descoberto,SC,357.72,Pessoa Física,True,False,1963
55137647845,Srta. Evany Batista,Executivo Grupo Dinâmico,Mobilidade,Especialista,7862964408,06-12-1963,Santos de Nossa Senhora,BA,90.09,Pessoa Física,True,False,1963
37248093440,Evany Jr.,Coordenador Implementação Nacional,Garantia,Designer,7678371315,06-01-1963,Grande Cleone,SC,400.47,Pessoa Física,True,False,1963
43686647796,Srta. Liliana Barros,Oficial Rede Chefe,Funcionalidade,Diretor,5223021987,10-02-1963,Elton do Norte,SC,718.25,Pessoa Física,True,False,1963
05496366259,Gylson Braga Neto,Arquiteto Pesquisa Interno,Intranet,Analista,08018017174,02-03-1963,Batista do Descoberto,AL,490.32,Pessoa Física,True,False,1963
