document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
46182752785,Benedikt-Jan Pereira,Associado Contas Produtos,Contas,Gerente,3680235165,20-11-1977,Melo do Sul,PE,496.97,Pessoa Física,True,False,1977
28673547067,Dr. Laura Nogueira Filho,Ligação Operações Global,Configuração,Coordenador,6813989342,23-10-1977,Costa de Nossa Senhora,ES,275.79,Pessoa Física,True,False,1977
22151367827,Sra. Rodolfo,Oficial Marca Frente,Interações,Orquestrador,,08-06-1977,Rosária do Sul,RN,425.99,Pessoa Física,False,False,1977
57073876417,Adelia Carvalho,Produtor Dados Diretor,Métricas,Representante,7137816350,13-11-1977,Município de Jurucê de Nossa Senhora,RO,515.83,Pessoa Física,True,False,1977
54245817143,Eustaquio Nogueira Jr.,Consultor Aplicações Dinâmico,Identidade,Arquiteto,0073809705,16-08-1977,Velha Ciro,RS,47.26,Pessoa Física,True,False,1977
67407175210320,Sra. Naiorama,Estrategista Aplicações Cliente,Interações,Desenvolvedor,3744823490,31-08-1977,Moreira do Norte,CE,120.78,Pessoa Jurídica,True,False,1977
57454707041,Rozirene Carvalho,Especialista Integração Chefe,Rede,Representante,61772723801,03-03-1977,Município de Iramar,RN,882.91,Pessoa Física,True,False,1977
54884501144,Srta. Gleuza Pereira,Agente Branding Corporativo,Otimização,Técnico,17357363976,22-08-1977,Manoel do Sul,BA,913.62,Pessoa Física,True,False,1977
73844312858788,Neiva Saraiva Neto Jr.,Diretor Aplicações Legado,Interações,Agente,2978311199,01-10-1977,Velha Lydia,RJ,289.57,Pessoa Jurídica,True,False,1977
24648826582,Alexandro Nogueira Jr.,Orquestrador Contas Internacional,Mercados,Desenvolvedor,7444156224,11-12-1977,Nova Rynaldo,SC,75.39,Pessoa Física,True,False,1977
22408652233113,Srta. Iracema Reis Jr.,Designer Táticas Cliente,Aplicações,Gerente,094843096,06-02-1977,Vila Edcleuma de Nossa Senhora,PI,673.48,Pessoa Jurídica,True,False,1977
58248233243,Nercy Souza,Arquiteto Mercados Investidor,Fatores,Administrador,6722656497,05-03-1977,Grande Helvecio,CE,30.72,Pessoa Física,True,False,1977
85428131852204,Yulle Silva,Consultor Táticas Legado,Configuração,Oficial,160403322,30-10-1977,Melo do Sul,PE,553.73,Pessoa Jurídica,True,False,1977
36514111505,Elídia Nogueira Filho,Engenheiro Mercados Nacional,Integração,Gerente,4965432334,08-01-1977,Grande Meire do Sul,RS,822.1,Pessoa Física,True,False,1977
87427252403,Sra. Jonilson Macedo Filho,Arquiteto Aplicações Regional,Mobilidade,Especialista,8761226883,23-07-1977,Nova Valdomiro do Descoberto,RO,175.63,Pessoa Física,True,False,1977
66623031006,Margareth Saraiva,Analista Qualidade Investidor,Comunicações,Executivo,94669301074,24-09-1977,Saraiva do Sul,CE,907.45,Pessoa Física,True,False,1977
72724537459,Sra. Mabilia Silva Jr.,Ligação Usabilidade Legado,Contas,Engenheiro,1298784496,28-12-1977,Arlette do Descoberto,ES,539.93,Pessoa Física,True,False,1977
23935596553,Elma Franco,Estrategista Branding Líder,Segurança,Agente,39403437,18-05-1977,Nayara do Sul,AC,218.68,Pessoa Física,True,False,1977
93165375259,Marelígio Santos Filho,Desenvolvedor Branding Interno,Rede,Desenvolvedor,1965601038,04-02-1977,Grande Vosclei,BA,499.83,Pessoa Física,True,False,1977
71151716880,Sebastiana Oliveira,Analista Segurança Regional,Branding,Executivo,25933217306,06-11-1977,Lenilson do Sul,AM,579.65,Pessoa Física,True,False,1977
02007662553800,Dr. Claudine Macedo Filho,Especialista Programa Dinâmico,Diretivas,Assistente,3775839652,03-09-1977,Grande Alecio de Nossa Senhora,PR,814.34,Pessoa Jurídica,True,False,1977
49141588410,Junia Oliveira Jr.,Agente Fatores Regional,Identidade,Agente,0671433965,21-03-1977,Município de Aurelio,SP,443.4,Pessoa Física,True,False,1977
41142987620,Gutemberg Nogueira Neto,Analista Configuração Nacional,Qualidade,Oficial,0508433673,30-10-1977,Hernandes de Nossa Senhora,PE,369.68,Pessoa Física,True,False,1977
05811164053666,Srta. Elson Oliveira Filho Jr.,Designer Implementação Chefe,Táticas,Engenheiro,6798423282,22-07-1977,Vila Ealton,SE,813.73,Pessoa Jurídica,True,False,1977
01357503261,Sr. Abrão Melo,Associado Criativo Regional,,Desenvolvedor,8841876772,28-05-1977,Nova Vanessa do Descoberto,PR,47.66,Pessoa Física,True,True,1977
16270525737163,Aldenir Albuquerque Neto,Orquestrador Prestação de contas Central,,Planejador,0075300124,07-12-1977,Grande Getúlio,PR,701.31,Pessoa Jurídica,True,True,1977
37252282996,Silene,Consultor Segurança Regional,Implementação,Produtor,49499025404,15-08-1977,Nova Juarez de Nossa Senhora,AP,206.93,Pessoa Física,True,False,1977
45882185345809,Santo Barros,Supervisor Garantia Investidor,Identidade,Assistente,75342285,14-11-1977,Zildine do Sul,PE,514.89,Pessoa Jurídica,True,False,1977
48306472000365,Elizaerte Santos Jr. Jr.,Assistente Mercados Cliente,Paradigma,Produtor,2673677131,04-04-1977,Pereira do Norte,AM,175.54,Pessoa Jurídica,True,False,1977
15491122360,Sylvia,Especialista Grupo Central,Criativo,Engenheiro,93808658720,01-03-1977,Velha Saikinia,RN,887.41,Pessoa Física,True,False,1977
52824232358,Adeilton Braga,Administrador Mercados Central,Soluções,Executivo,1147488877,02-02-1977,Velha Gislaine,PB,137.22,Pessoa Física,True,False,1977
05441041889,Yang Filho,Agente Táticas Produtos,Resposta,Consultor,7593638545,26-02-1977,Moraes do Norte,DF,478.97,Pessoa Física,True,False,1977
71688872469,Aletéia Moraes,Diretor Configuração Central,Aplicações,Agente,6146797606,01-05-1977,Haroldo do Sul,RO,724.26,Pessoa Física,True,False,1977
27565712370,Delcio,Oficial Qualidade Cliente,Interações,Diretor,2413543956,10-07-1977,Grande Sylvia,RR,664.85,Pessoa Física,True,False,1977
75915168841,Valdeci Oliveira Neto Filho,Desenvolvedor Integração Internacional,Usabilidade,Arquiteto,4208042962,10-20-1977,Velha Edvilson do Descoberto,SE,511.46,Pessoa Física,True,False,1977
74440326617,Dr. Karine Moreira,Agente Criativo Direto,Divisão,Ligação,6289008714,26-04-1977,Município de Asturio,MS,654.08,Pessoa Física,True,False,1977
