document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
30608514374605,Vanilda Carvalho,Supervisor Paradigma Regional,Operações,Analista,5281574122,11-04-1979,Grande Hernandes de Nossa Senhora,AM,722.46,Pessoa Jurídica,True,False,1979
35171180369,Vanoil Xavier Filho Filho,Analista Comunicações Corporativo,Operações,Analista,4729539641,09-25-1979,Velha Fátima do Descoberto,PR,402.1,Pessoa Física,False,True,1979
38450163232007,Marlon,Representante Usabilidade Dinâmico,Intranet,Representante,2709945874,02-08-1979,Guo do Sul,MT,543.06,Pessoa Jurídica,True,False,1979
41707711750500,Sra. Wedley Martins,Facilitador Implementação Internacional,Operações,Agente,4073975631,28-12-1979,Grande Lenes,RS,223.81,Pessoa Jurídica,True,False,1979
16795511596,Mailde Neto,Técnico Diretivas Global,Ainfraestrutura,Executivo,47751137376,06-05-1979,Vila Roberto,AP,249.78,Pessoa Física,True,False,1979
72435820011,Delmar,Produtor A infraestrutura Interno,Paradigma,Associado,23403075646,03-07-1979,Moraes de Nossa Senhora,AM,415.48,Pessoa Física,True,False,1979
61943322120,Sr. Maisa Moreira,Técnico Identidade Chefe,Rede,Orquestrador,23402584263,08-07-1979,Município de Yumi do Descoberto,DF,885.01,Pessoa Física,True,False,1979
88112324735,Sra. Sr. Djalma Braga,Analista Divisão Nacional,Identidade,Supervisor,0202385726,29-08-1979,Geaze de Nossa Senhora,PA,657.41,Pessoa Física,True,False,1979
82386348814,Sr. Édino Costa Filho,Ligação Operações Global,Resposta,Oficial,4045348336,06-08-1979,Velha Rongério do Norte,PR,234.48,Pessoa Física,True,False,1979
66991520764,Marilena Costa,Arquiteto Intranet Sênior,Qualidade,Analista,6811278373,05-11-1979,Braga do Sul,PR,434.95,Pessoa Física,True,False,1979
66402094978,Celsi,Especialista Prestação de contas Diretor,Paradigma,Engenheiro,1617396023,27-09-1979,Nova Vasco do Norte,SP,94.38,Pessoa Física,True,False,1979
71378027778250,Nilma Carvalho Neto,Produtor Contas Frente,Rede,Orquestrador,2345485623,28-03-1979,Amauri do Sul,RJ,305.76,Pessoa Jurídica,True,False,1979
22131520873412,Sr. Elenilza Saraiva Neto,Produtor Branding Internacional,Marketing,Assistente,57883688168,29-04-1979,Vila Will do Descoberto,AP,731.86,Pessoa Jurídica,True,False,1979
75877743198,Dina Martins Jr. Jr.,Analista Pesquisa Interno,Programa,Supervisor,20100258260,23-01-1979,Vila Camila,AL,581.36,Pessoa Física,True,False,1979
13054956164,Sra. Yolimar Santos,Coordenador Segurança Líder,Otimização,Diretor,6220974593,05-25-1979,Martina do Sul,MT,881.34,Pessoa Física,True,False,1979
21156328042761,Northon,Coordenador Configuração Chefe,Paradigma,Supervisor,9409500400,15-06-1979,Vila Katias de Nossa Senhora,RO,595.35,Pessoa Jurídica,True,False,1979
45638760890,Srta. Adelmo Silva Filho,Técnico Configuração Frente,Marca,Orquestrador,85123638569,11-09-1979,Velha Caique do Descoberto,MS,768.96,Pessoa Física,True,False,1979
19931855185,Barbara Pereira Jr.,Oficial Divisão Global,Diretivas,Coordenador,3210060247,05-17-1979,Município de Marlene,SP,676.12,Pessoa Física,True,False,1979
02153000142539,Giuma Martins,Engenheiro Marketing Corporativo,Fatores,Executivo,5965666794,22-01-1979,Velha Yip do Norte,AL,381.58,Pessoa Jurídica,True,False,1979
40144721244,Celsi,Consultor Comunicações Legado,Grupo,Ligação,9895248693,11-10-1979,Velha Yukiko,ES,838.75,Pessoa Física,True,False,1979
78374550317870,Elisena Nogueira,Agente Resposta Sênior,Táticas,Diretor,,21-01-1979,Nova Julian,PI,19.51,Pessoa Jurídica,False,False,1979
31480264709,Robertson Silva,Oficial Comunicações Central,Identidade,Gerente,6597402103,26-04-1979,Município de Juraci do Sul,PE,605.32,Pessoa Física,True,False,1979
12640133292,Srta. Valdir Souza,Planejador Prestação de contas Nacional,Usabilidade,Especialista,4472760035,11-03-1979,Grande Maurivon do Sul,GO,254.89,Pessoa Física,True,False,1979
58123747837,Sr. Elisson Costa Jr.,Estrategista Métricas Chefe,Táticas,Agente,04466841325,24-10-1979,Município de Catsutochi do Sul,PR,364.65,Pessoa Física,True,False,1979
02682998895,Djanira Carvalho Neto,Diretor Métricas Legado,Branding,Oficial,60039173934,10-15-1979,Albuquerque de Nossa Senhora,PE,181.7,Pessoa Física,True,False,1979
77760413122636,Damiana Carvalho Filho,Agente Divisão Nacional,Branding,Analista,5936905319,11-04-1979,Município de Grécia,PI,521.07,Pessoa Jurídica,True,False,1979
65207043218657,Benedicto Oliveira Filho Jr.,Diretor Dados Regional,Mercados,Facilitador,0256202889,17-06-1979,Oliveira de Nossa Senhora,ES,338.51,Pessoa Jurídica,True,False,1979
51274185840,Srta. Rucy Pereira,Técnico Interações Sênior,Prestaçãodecontas,Diretor,49421356859,17-06-1979,Vila Julian,AP,114.96,Pessoa Física,True,False,1979
96514170641,Euzébio Pereira,Administrador Fatores Cliente,Otimização,Desenvolvedor,8777431781,27-03-1979,Franco do Descoberto,RO,489.54,Pessoa Física,True,False,1979
48911969478,Silvania Albuquerque Filho,Analista Grupo Diretor,Métricas,Agente,0060876539,05-07-1979,Velha Fabiane de Nossa Senhora,BA,316.68,Pessoa Física,True,False,1979
01253536500079,Adelina Santos,Estrategista Mobilidade Nacional,Mercados,Ligação,41708385198,08-12-1979,Vila Espedito de Nossa Senhora,RR,506.71,Pessoa Jurídica,False,True,1979
21190331969,Valcir Barros,Designer Branding Corporativo,Interações,Supervisor,13172926919,10-01-1979,Município de Huguetti,AM,475.78,Pessoa Física,True,False,1979
44533431832321,Dr. Srta. Amancio Santos,Orquestrador Táticas Distrito,Criativo,Oficial,2321341020,14-03-1979,Franco do Descoberto,RO,381.24,Pessoa Jurídica,True,False,1979
43385471460,Dr. Aziz Melo Filho,Especialista Segurança Chefe,Pesquisa,Consultor,67874037,06-08-1979,Velha Lino,ES,73.94,Pessoa Física,True,False,1979
64136553137,Tetsu Braga,Técnico Criativo Líder,Fatores,Assistente,5008767317,18-03-1979,Telma do Norte,DF,812.14,Pessoa Física,True,False,1979
95178521854,Dr. Dr. Sumiko Xavier,Estrategista Operações Nacional,Soluções,Analista,,07-01-1979,Vila Aozeni do Norte,GO,483.53,Pessoa Física,False,False,1979
54483536222,Sr. Fabian Silva Jr.,Executivo Branding Legado,Segurança,Orquestrador,81736411760,27-02-1979,Giseli do Descoberto,RN,903.27,Pessoa Física,True,False,1979
81745452478,Srta. Kepler Souza,Coordenador Otimização Corporativo,Fatores,Diretor,,05-04-1979,Edrisio do Norte,GO,357.52,Pessoa Física,False,False,1979
51475923007,Dr. Judson Martins,Facilitador Funcionalidade Diretor,Aplicações,Consultor,0863494357,17-09-1979,Velha Martiniano,PE,977.08,Pessoa Física,True,False,1979
15946445278,Dijosilene Franco,Oficial Táticas Global,Intranet,Desenvolvedor,32340340251,04-21-1979,Miriam de Nossa Senhora,AC,716.3,Pessoa Física,True,False,1979
11394841094,Sra. Sr. Huguetti Santos,Ligação Otimização Dinâmico,Comunicações,Arquiteto,6821259138,14-09-1979,Vila Karim,SP,330.19,Pessoa Física,True,False,1979
72763659640,Srta. Gildete,Planejador A infraestrutura Produtos,Grupo,Consultor,4539630405,31-10-1979,Nova Domicio,SC,720.52,Pessoa Física,True,False,1979
23304334867425,Marlete Batista Neto,Designer Prestação de contas Distrito,Intranet,Coordenador,9839203634,24-03-1979,Marilena do Descoberto,RS,286.35,Pessoa Jurídica,True,False,1979
81170285275479,Givanil Moraes,Arquiteto Grupo Interno,Marketing,Supervisor,19739210303,03-03-1979,Velha Juliana,BA,484.6,Pessoa Jurídica,True,False,1979
74543532155,Dr. Lucimara Barros,Planejador Diretivas Corporativo,Ainfraestrutura,Engenheiro,3816136615,06-09-1979,Nova Selma do Sul,CE,470.01,Pessoa Física,True,False,1979
61721463731263,Sr. Franccesco Martins,Consultor Implementação Corporativo,Funcionalidade,Administrador,52054926240,07-04-1979,Velha Susana do Sul,ES,923.28,Pessoa Jurídica,True,False,1979
54247388735000,Sylvio Moraes Filho,Executivo Pesquisa Diretor,Métricas,Associado,11082473365,05-30-1979,Carvalho do Descoberto,RO,665.69,Pessoa Jurídica,True,False,1979
57484315567,Sr. Arethusa Silva,Estrategista Interações Cliente,Grupo,Supervisor,9185658984,26-10-1979,Velha Keylla do Descoberto,RN,122.1,Pessoa Física,True,False,1979
85954463425,Elci Barros,Técnico Fatores Frente,Criativo,Arquiteto,49477901840,04-12-1979,Reis do Descoberto,AC,608.11,Pessoa Física,True,False,1979
23746826764,Fernando Moraes,Planejador Funcionalidade Direto,Táticas,Engenheiro,1850696583,31-07-1979,Município de Dirce do Sul,PI,910.77,Pessoa Física,True,False,1979
84521762603,Remerson Carvalho Neto,Representante Qualidade Interno,Segurança,Técnico,7733676096,05-02-1979,Xavier do Norte,GO,813.55,Pessoa Física,True,False,1979
42959274148,Natasha Carvalho,Representante Criativo Interno,Métricas,Oficial,9916126984,31-07-1979,Dercio de Nossa Senhora,RJ,503.82,Pessoa Física,True,False,1979
25431009117,Sra. Waldenia Macedo Jr.,Ligação Grupo Sênior,Usabilidade,Associado,,10-03-1979,Município de Clarita,RO,150.23,Pessoa Física,False,False,1979
26403138431614,Marinete Barros Jr.,Oficial Otimização Cliente,Operações,Associado,2277856316,04-07-1979,Velha Simone do Sul,AP,22.61,Pessoa Jurídica,True,False,1979
75164001306,Francisca Pereira,Facilitador Qualidade Investidor,Táticas,Ligação,2175166808,18-09-1979,Martins de Nossa Senhora,PB,954.34,Pessoa Física,True,False,1979
63816484301,Dr. Srta. Alain Oliveira Filho,Orquestrador Divisão Frente,Funcionalidade,Produtor,48583169,08-03-1979,Velha Geir,BA,787.68,Pessoa Física,True,False,1979
86657503806,Sra. Benedita Jr.,Diretor Diretivas Regional,Usabilidade,Analista,5753236428,14-07-1979,Saraiva do Sul,AL,456.77,Pessoa Física,True,False,1979
56818941427,Dr. Haroldo Neto,Técnico Identidade Interno,Integração,Diretor,89687600710,06-03-1979,Ellen de Nossa Senhora,ES,78.78,Pessoa Física,True,False,1979
64280706859,Dr. Devair Xavier,Oficial Criativo Diretor,Marketing,Ligação,09863466823,14-10-1979,Claudiomiro do Descoberto,PR,992.56,Pessoa Física,True,False,1979
85779823197,Ivan Saraiva Jr.,Especialista Garantia Sênior,Contas,Planejador,7228851047,12-11-1979,Percio de Nossa Senhora,AM,492.07,Pessoa Física,True,False,1979
41766517684,Sr. Peri Costa Neto,Planejador Paradigma Corporativo,Segurança,Representante,86050336770,01-10-1979,Nova Gumercindo do Descoberto,PI,214.03,Pessoa Física,True,False,1979
51175414484,Auristela Carvalho,Agente Divisão Interno,Otimização,Analista,4894187278,06-11-1979,Velha Nercy do Descoberto,SP,825.61,Pessoa Física,True,False,1979
37474353784,Thaisa Braga,Técnico Dados Distrito,Garantia,Estrategista,5469590854,17-05-1979,Velha Rosângela do Sul,AL,768.91,Pessoa Física,True,False,1979
83828179550,Elenil Braga Jr.,Coordenador Configuração Investidor,Identidade,Ligação,,14-02-1979,Município de Mara do Sul,SE,981.63,Pessoa Física,False,False,1979
21145544142,Alison Oliveira,Arquiteto Interações Investidor,Funcionalidade,Técnico,32539635236,07-02-1979,Nova Kleber do Norte,PB,264.12,Pessoa Física,True,False,1979
44211442317,Dr. Leonel Martins,Diretor Garantia Frente,Pesquisa,Desenvolvedor,,02-03-1979,Herbert de Nossa Senhora,PE,119.74,Pessoa Física,False,False,1979
35544234752,Zenglein,Representante A infraestrutura Interno,,Ligação,7768677133,28-02-1979,Nogueira do Descoberto,PB,94.33,Pessoa Física,True,True,1979
49655329100,Sra. Andrew Barros,Consultor Grupo Sênior,Mobilidade,Diretor,15704587892,08-12-1979,Nova Luíz do Sul,AC,5.69,Pessoa Física,True,False,1979
22465126467005,Sr. Ivã Carvalho,Planejador Interações Nacional,Marketing,Técnico,0819157354,01-01-1979,Velha Virgínia,CE,348.21,Pessoa Jurídica,True,False,1979
