document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
40367582414,Dr. Márcia Barros,Consultor Integração Diretor,Configuração,Arquiteto,0009608178,03-06-1966,Município de Adda,AM,392.21,Pessoa Física,True,False,1966
35288067880,Vivaldo Pereira Jr.,Planejador Intranet Corporativo,Operações,Engenheiro,5886311622,11-06-1966,Reis do Descoberto,CE,441.53,Pessoa Física,True,False,1966
77234489100,Srta. Walquiria Oliveira,Diretor Identidade Internacional,Paradigma,Especialista,72609267940,02-10-1966,Nova Lidiana do Descoberto,AC,487.09,Pessoa Física,True,False,1966
56856377800,Claudia Macedo,Supervisor Mercados Internacional,Divisão,Planejador,962881850,02-03-1966,Grande Erivelto do Sul,SP,190.71,Pessoa Física,True,False,1966
11845325249,Jozue Santos Filho,Assistente Marca Cliente,Aplicações,Associado,5220635734,02-08-1966,Município de Glaci do Descoberto,SC,624.9,Pessoa Física,True,False,1966
86940711422,Andrea Moreira,Técnico Contas Sênior,Programa,Diretor,5941476292,12-08-1966,Batista de Nossa Senhora,GO,202.76,Pessoa Física,True,False,1966
47772044720457,Giovana,Desenvolvedor Segurança Interno,Integração,Arquiteto,43374249187,26-03-1966,Macedo do Norte,RO,71.44,Pessoa Jurídica,True,False,1966
31534324143,Maisa Batista,Facilitador Intranet Direto,Programa,Representante,,09-08-1966,Reis do Norte,DF,528.72,Pessoa Física,False,False,1966
47641091075,Leila Souza,Supervisor Garantia Dinâmico,Identidade,Agente,98159784,03-28-1966,Grande Marineide,PI,583.76,Pessoa Física,True,False,1966
72525276540,Otoniel Moraes Jr.,Supervisor Mobilidade Internacional,Configuração,Supervisor,6815098731,18-01-1966,Velha Miriam,BA,755.8,Pessoa Física,True,False,1966
58010376374407,Priscila Nogueira Neto,Designer Interações Nacional,Ainfraestrutura,Assistente,3584289332,22-06-1966,Nogueira do Sul,AP,217.47,Pessoa Jurídica,True,False,1966
04752629569,Jamil Batista,Técnico Rede Legado,,Estrategista,75675186,21-01-1966,Thaisa de Nossa Senhora,MG,905.21,Pessoa Física,True,True,1966
77042465857,Delicia Barros Jr.,Consultor Métricas Dinâmico,Programa,Consultor,3813275254,28-01-1966,Nova Andréa do Descoberto,RN,421.61,Pessoa Física,True,False,1966
20024438538834,Irlene Macedo Filho,Técnico A infraestrutura Diretor,Intranet,Arquiteto,3454016522,02-01-1966,Grande Wagton do Descoberto,BA,15.72,Pessoa Jurídica,True,False,1966
57588812362,Srta. Avani Oliveira Jr.,Desenvolvedor Interações Internacional,Paradigma,Estrategista,622146099,01-09-1966,Melo do Sul,RS,65.07,Pessoa Física,True,False,1966
82810984301,Srta. Elisangela Oliveira Jr.,Executivo Criativo Chefe,Marketing,Analista,26212228078,09-05-1966,Município de Tennison,SP,512.52,Pessoa Física,True,False,1966
65358002618,Dr. Keifson Saraiva,Arquiteto Integração Produtos,Branding,Facilitador,88782310960,20-11-1966,Nova Kennedy,ES,269.01,Pessoa Física,True,False,1966
44539517791,Priscila Macedo Filho,Administrador Funcionalidade Investidor,Garantia,Representante,0289656023,18-09-1966,Obede do Sul,SC,766.53,Pessoa Física,True,False,1966
