document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
72414348547500,Myriam Moreira Neto,Facilitador Marketing Distrito,Divisão,Estrategista,35624176933,22-03-1973,Município de Teomar do Norte,SP,908.3,Pessoa Jurídica,True,False,1973
25264853126,Srta. Sr. Lauro Costa Jr.,Consultor Marketing Chefe,Criativo,Facilitador,305617696,07-08-1973,Velha Lussandra do Descoberto,PA,456.83,Pessoa Física,True,False,1973
36076033754,Dr. Hilza Melo,Consultor Divisão Nacional,Interações,Arquiteto,37210173266,08-07-1973,Wuneni de Nossa Senhora,MT,234.47,Pessoa Física,True,False,1973
78772813213425,Liodonio Martins Filho Neto,Administrador Mercados Direto,Mobilidade,Ligação,9084411795,25-08-1973,Nova Osorio de Nossa Senhora,AL,245.47,Pessoa Jurídica,True,False,1973
12818753686,Zildine Santos,Planejador Mercados Distrito,,Associado,1872003286,02-21-1973,Município de Giomar do Descoberto,MA,925.19,Pessoa Física,True,True,1973
45264412048889,Sra. Caio Braga,Supervisor Interações Diretor,Integração,Coordenador,22260134772,11-06-1973,Vila Wiliam do Sul,GO,895.54,Pessoa Jurídica,True,False,1973
96851352583,Nora,Assistente Interações Internacional,Criativo,Arquiteto,8629889749,02-04-1973,Sidalia do Sul,MT,292.1,Pessoa Física,True,False,1973
28670161427,Gidevaldo,Coordenador Diretivas Regional,Mobilidade,Técnico,6976515243,30-12-1973,Vila Kátia do Norte,AC,123.22,Pessoa Física,True,False,1973
68080715880267,Srta. Srta. Gladson Costa Filho,Diretor Resposta Sênior,,Supervisor,865682091,17-10-1973,Carvalho do Norte,SP,727.62,Pessoa Jurídica,True,True,1973
40630800872132,Giuliano Reis,Produtor Dados Chefe,Funcionalidade,Associado,7364037207,18-10-1973,Nubia do Descoberto,MT,264.15,Pessoa Jurídica,True,False,1973
93850694380,Sr. Manuela Franco Jr.,Diretor Usabilidade Sênior,Funcionalidade,Especialista,7924359126,05-23-1973,Stamatia de Nossa Senhora,ES,600.55,Pessoa Física,True,False,1973
76757672170,Srta. Jeovana Oliveira,Planejador Comunicações Frente,Mobilidade,Técnico,9420453360,18-12-1973,Lindomar do Descoberto,BA,82.86,Pessoa Física,True,False,1973
73050871300,Srta. Ronilton Neto,Oficial Contas Distrito,Intranet,Gerente,50632584696,22-07-1973,Adelina do Norte,PR,612.0,Pessoa Física,True,False,1973
63460378611669,Alexandre Filho,Associado Táticas Global,Branding,Especialista,61482035370,16-04-1973,Pereira do Norte,PE,549.45,Pessoa Jurídica,True,False,1973
46528331331473,Givanildo Silva,Oficial Criativo Direto,Segurança,Agente,4296763016,10-07-1973,Elianay do Descoberto,RR,813.47,Pessoa Jurídica,True,False,1973
