document,name,job,jobArea,jobType,phoneNumber,birthDate,city,state,totalSpent,tipo_doc,check_phone_Number,check_jobArea,ano
22148828020664,Srta. Julie Costa,Planejador Soluções Regional,Mercados,Engenheiro,0062157112,13-04-1981,Grande Hermano,RN,272.52,Pessoa Jurídica,True,False,1981
55941175396,Christopher Saraiva,Diretor Métricas Direto,Dados,Analista,1072937395,25-08-1981,Vila Kechi,RN,12.71,Pessoa Física,True,False,1981
05176127636,Egon Neto,Estrategista Operações Internacional,Paradigma,Orquestrador,,27-11-1981,Velha Erídice do Descoberto,MA,771.21,Pessoa Física,False,False,1981
08666671787521,Wagner Barros,Analista Fatores Frente,Otimização,Agente,6893622506,09-04-1981,Eidnalvo do Norte,SP,362.56,Pessoa Jurídica,True,False,1981
18410658118219,Katia Costa,Técnico Marketing Internacional,Branding,Orquestrador,0797653393,13-03-1981,Grande Ilço de Nossa Senhora,MA,953.09,Pessoa Jurídica,True,False,1981
01992580588,Sra. Auristela Nogueira Neto,Associado Interações Sênior,Otimização,Designer,2199124886,11-09-1981,Nova Jeffrey,PI,815.42,Pessoa Física,True,False,1981
28554118747634,Claudiovan Braga,Gerente Configuração Líder,Contas,Administrador,3499877226,25-03-1981,Albuquerque de Nossa Senhora,RR,905.97,Pessoa Jurídica,True,False,1981
37505782819,Eliene Moraes,Analista Qualidade Interno,Fatores,Ligação,3220246325,06-07-1981,Martins do Sul,BA,700.91,Pessoa Física,True,False,1981
62073686723043,Sr. Gleuza Nogueira,Consultor Prestação de contas Produtos,Implementação,Executivo,9649790884,23-05-1981,Vila Brunno do Norte,MS,139.2,Pessoa Jurídica,True,False,1981
15773005358193,Srta. Kiyomi Albuquerque Filho,Especialista Soluções Investidor,Marca,Técnico,99409436870,08-12-1981,Nova Gracco,AM,479.45,Pessoa Jurídica,True,False,1981
22713566407473,Elen,Supervisor Usabilidade Investidor,Configuração,Diretor,0636606341,10-11-1981,Grande Catarina do Descoberto,AC,865.49,Pessoa Jurídica,True,False,1981
45184245308,Fabrisa,Assistente Mobilidade Global,Usabilidade,Desenvolvedor,65323890902,21-06-1981,Barros do Norte,DF,744.44,Pessoa Física,True,False,1981
54427813245895,Kátia Barros,Coordenador Grupo Corporativo,Mobilidade,Supervisor,1833653332,23-07-1981,Velha Eliseu do Descoberto,RO,541.26,Pessoa Jurídica,True,False,1981
36246323537,Delile Barros,Supervisor Mercados Cliente,,Estrategista,54962924867,06-05-1981,Torao de Nossa Senhora,DF,682.84,Pessoa Física,True,True,1981
